date,exp_name,nultipier,changepoint,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11
7/22/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.150,0.171,0.140,0.150,0.120,0.115,0.108,0.121,0.113,0.112
7/23/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.150,0.171,0.140,0.150,0.120,0.115,0.108,0.121,0.113,0.112
7/24/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.150,0.171,0.140,0.150,0.120,0.115,0.108,0.121,0.113,0.112
7/25/2020,20201013_IL_mr_v2_moreSamples_restorefit,,7,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
7/26/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
7/27/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
7/28/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
7/29/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
7/30/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
7/31/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/1/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/2/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/3/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/4/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/5/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/6/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/7/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/8/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/9/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/10/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/11/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/12/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/13/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/14/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/15/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/16/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/17/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/18/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/19/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/20/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/21/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/22/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/23/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/24/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.101,0.109,0.114,0.110,0.133,0.120,0.122,0.108,0.105,0.115,0.112
8/25/2020,20201013_IL_mr_v2_moreSamples_restorefit,,8,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
8/26/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
8/27/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
8/28/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
8/29/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
8/30/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
8/31/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/1/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/2/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/3/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/4/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/5/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/6/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/7/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/8/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/9/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/10/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/11/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/12/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/13/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/14/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/15/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/16/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/17/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/18/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/19/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/20/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/21/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/22/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/23/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/24/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.115,0.108,0.076,0.103,0.109,0.105,0.122,0.108,0.089,0.115,0.105
9/25/2020,20201013_IL_mr_v2_moreSamples_restorefit,,9,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
9/26/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
9/27/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
9/28/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
9/29/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
9/30/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/1/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/2/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/3/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/4/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/5/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/6/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/7/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/8/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/9/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/10/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/11/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/12/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/13/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/14/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/15/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/16/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/17/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/18/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/19/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/20/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/21/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/22/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/23/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/24/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/25/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/26/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/27/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/28/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/29/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/30/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
10/31/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/1/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/2/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/3/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/4/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/5/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/6/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/7/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/8/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/9/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/10/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/11/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/12/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/13/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/14/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/15/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/16/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/17/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/18/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/19/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/20/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/21/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/22/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/23/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/24/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/25/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/26/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/27/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/28/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/29/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
11/30/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/1/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/2/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/3/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/4/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/5/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/6/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/7/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/8/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/9/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/10/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/11/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/12/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/13/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/14/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/15/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/16/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/17/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/18/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/19/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/20/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/21/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/22/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/23/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/24/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/25/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/26/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/27/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/28/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
12/29/2020,20201013_IL_mr_v2_moreSamples_restorefit,,,0.136,0.109,0.114,0.094,0.108,0.105,0.122,0.108,0.101,0.116,0.107
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,.1-2,0.799272019,,,,,,,,,,
,,,3-Feb,0.250227701,,,,,,,,,,
,,,,0.625,,,,,,,,,,
,,,,1.024,,,,,,,,,,
